length_url,length_hostname,ip,https_token,nb_subdomains,prefix_suffix,shortening_service,ratio_digits_url,phish_hints,nb_hyperlinks,domain_age,web_traffic,google_index,nb_specialchars,brand_flags,tld_subdomain_abnormal,nb_redirection_total,suspicious_html_score,status
43,12,0,0,3,1,0,0.0,0,0,10,0,1,10,0,0,1,2,1
75,16,0,0,1,0,0,0.08,2,42,-1,172131,1,13,0,0,2,2,0
611,21,0,0,3,1,0,0.116202946,1,1,978,0,1,11,0,0,2,2,1
25,16,0,0,2,0,0,0.0,0,96,7866,0,0,6,0,0,0,0,0
28,19,0,0,2,0,0,0.0,0,246,3291,95364,0,6,0,0,0,1,0
72,16,0,1,3,1,0,0.013888889,2,22,1194,0,1,12,0,0,0,1,1
50,17,0,1,3,1,0,0.0,2,7,-1,8688799,1,9,0,0,0,1,1
67,17,0,0,3,0,0,0.089552239,0,469,6438,322,0,12,0,0,0,2,0
29,21,0,1,2,0,0,0.0,0,22,4014,10539664,0,6,0,0,0,2,0
75,16,0,0,2,0,0,0.0,0,128,6339,119459,0,15,0,0,0,0,0
42,14,0,0,2,0,0,0.023809524,0,32,1341,0,0,7,0,0,0,2,1
88,22,1,0,3,1,1,0.159090909,4,30,-1,0,1,16,0,0,0,1,1
40,31,0,0,2,0,0,0.0,0,32,5231,0,0,6,0,0,0,1,0
48,16,0,0,2,0,0,0.0,0,149,7134,13,0,9,1,0,0,1,0
41,18,0,1,2,1,0,0.0,2,0,2781,0,1,8,0,0,0,2,1
232,13,1,1,3,0,0,0.379310345,1,9,8288,0,1,21,0,0,1,1,1
42,14,0,1,3,0,0,0.119047619,0,310,7157,2294,0,9,0,0,2,2,0
115,42,1,1,3,0,0,0.208695652,0,51,3992,5697976,1,16,0,1,1,2,1
40,27,0,1,3,0,0,0.0,0,32,2433,0,1,7,0,0,0,2,1
32,24,0,1,2,1,0,0.0,0,47,1052,0,1,7,0,0,1,1,1
38,13,0,1,3,0,0,0.0,2,5,-1,0,1,8,0,0,0,1,1
127,50,1,0,3,1,0,0.141732283,0,51,3993,5707171,1,18,0,1,1,2,1
39,18,0,0,2,1,0,0.0,1,11,896,457413,0,9,0,0,0,2,1
55,19,0,0,2,0,1,0.090909091,0,296,7558,1695,1,9,0,0,1,0,0
105,28,0,1,2,0,0,0.0,0,65,7530,264522,0,12,0,0,0,2,0
129,6,1,1,3,0,0,0.124031008,2,1,-1,24,0,25,0,1,2,2,1
46,17,0,1,3,1,0,0.02173913,0,4,1609,0,1,10,0,0,1,1,1
98,22,0,0,3,0,0,0.010204082,0,11,-1,79585,1,21,0,1,0,1,1
38,17,0,1,2,0,0,0.0,0,12,-1,0,1,8,0,0,0,0,0
89,15,0,1,3,0,0,0.056179775,0,92,5186,10408014,1,16,0,0,0,1,1
72,31,0,0,3,1,0,0.0,2,12,-1,967672,0,12,0,0,0,2,1
124,46,1,0,3,0,0,0.225806452,0,51,3992,5697976,1,19,0,1,0,2,1
46,37,0,0,2,0,0,0.0,0,0,5159,0,1,9,1,0,0,2,1
30,23,0,1,1,0,0,0.0,0,184,2,0,1,4,0,0,1,2,1
127,50,1,1,3,1,0,0.118110236,0,51,3993,5707171,1,19,0,1,0,2,1
34,25,0,0,2,1,0,0.0,0,0,2837,0,1,7,0,0,0,1,1
45,16,0,0,2,0,0,0.0,2,29,8349,1,0,8,1,0,0,2,1
25,17,0,1,3,0,0,0.0,0,107,1408,0,0,7,0,0,2,1,0
20,12,0,1,2,0,0,0.0,0,2,-1,0,0,6,0,0,0,0,1
25,12,0,0,2,0,0,0.0,0,98,9754,31526,0,6,0,0,0,0,0
40,25,0,1,2,0,0,0.0,0,616,6257,689,0,6,0,0,1,2,0
84,9,0,1,1,0,0,0.0,0,41,4447,460464,0,15,0,0,1,2,0
70,14,0,1,2,0,0,0.0,0,48,4915,19217,0,11,0,0,1,1,0
32,16,0,1,1,0,1,0.0,0,0,4934,0,1,6,0,0,0,2,1
33,24,0,0,2,0,0,0.0,0,0,797,0,0,6,0,0,1,2,1
133,18,1,0,3,0,0,0.233082707,0,0,-1,148470,0,19,0,0,0,3,0
16,9,0,1,1,0,0,0.0,0,185,-1,82809,0,4,0,0,0,0,0
29,22,0,1,2,0,0,0.0,0,206,4913,2013263,0,5,0,0,0,1,0
22,7,0,0,1,0,0,0.0,0,1,-1,61657,1,5,0,0,0,1,1
84,21,0,0,2,1,0,0.0,1,107,4308,6810,0,14,0,0,0,2,0
41,10,0,0,1,0,0,0.0,0,9,3567,0,1,11,0,0,1,1,1
44,18,0,0,2,0,0,0.0,0,114,7677,179423,0,7,0,0,0,0,0
99,15,0,0,2,0,0,0.111111111,1,1,8346,1,1,10,1,0,2,0,1
219,12,1,0,3,1,0,0.388127854,4,6,-1,0,1,20,0,0,0,1,1
24,15,0,0,2,0,1,0.0,0,180,3821,433555,0,6,0,0,0,0,0
48,18,0,1,1,1,0,0.0625,0,14,462,2516334,0,6,0,0,1,3,1
21,13,0,1,2,0,0,0.0,0,174,4884,238030,0,6,0,0,2,2,0
51,21,0,1,1,1,0,0.0,0,7,2380,117179,0,10,0,0,0,2,0
39,16,0,0,2,0,0,0.0,0,152,8517,8,0,6,1,0,0,1,0
42,16,0,0,2,0,0,0.0,2,1,8348,1,1,8,1,0,2,0,1
31,12,0,0,2,0,0,0.0,0,31,6,0,1,7,0,1,0,2,1
76,50,1,1,3,1,0,0.1710526319999999,0,51,3993,5707171,1,10,0,1,1,2,1
123,46,1,0,3,0,0,0.146341463,0,51,3993,5707171,1,18,0,1,1,2,1
46,17,0,1,2,0,1,0.02173913,0,155,9638,148,1,11,1,0,1,1,0
42,14,0,1,3,0,0,0.119047619,0,205,7155,2250,0,9,0,0,2,1,0
68,37,0,1,3,0,1,0.088235294,2,21,5615,0,1,14,0,0,0,2,1
23,14,0,0,2,0,0,0.0,0,147,2570,0,0,6,0,0,1,0,0
20,12,0,0,2,0,0,0.0,0,54,7206,2763,0,5,0,0,0,2,0
29,15,0,1,1,0,0,0.068965517,0,41,-1,0,1,6,0,0,0,1,1
20,11,0,0,2,0,0,0.0,0,228,9040,531101,0,6,0,0,0,0,0
80,28,0,1,3,1,0,0.0,0,37,5397,42531,0,13,0,0,1,2,0
66,19,0,0,3,0,0,0.060606061,0,0,1547,0,1,10,0,0,0,2,1
42,9,0,1,2,0,0,0.047619048,0,56,-1,1163,0,9,0,0,1,1,0
85,26,0,1,3,1,0,0.0,0,31,1871,7627796,1,18,0,0,0,1,1
48,15,0,1,3,0,0,0.0,1,0,7741,1382310,1,10,0,0,0,2,1
46,8,0,1,2,0,0,0.0,0,150,-1,2488533,1,9,0,0,0,0,1
82,16,0,0,2,0,0,0.085365854,1,1,8347,1,1,11,1,0,1,1,1
66,28,0,1,2,0,1,0.0,0,77,7618,2188,1,11,0,1,2,1,0
24,17,0,1,1,0,0,0.0,0,129,1984,874125,0,4,0,0,0,2,0
47,18,0,0,3,0,0,0.085106383,0,289,7133,12,1,9,1,0,0,1,0
63,21,0,1,2,0,0,0.0,0,188,5509,1294,0,11,0,0,1,1,0
58,25,0,0,3,0,0,0.0,0,26,2101,7346260,1,11,0,0,0,1,1
104,28,1,1,3,1,0,0.221153846,0,31,1016,1211946,1,12,0,0,0,1,1
24,15,0,0,2,0,0,0.0,0,99,8340,178835,0,6,0,0,0,1,0
30,16,0,0,2,0,0,0.0,0,28,-1,0,1,7,0,0,0,2,1
84,32,0,1,2,0,0,0.0,0,16,4763,6179184,0,13,0,0,0,2,0
46,14,0,1,3,0,0,0.0,0,39,-1,122722,1,10,0,0,4,0,0
32,17,0,1,1,0,0,0.0,0,0,-1,0,1,5,0,0,1,2,1
48,41,0,1,3,0,1,0.0,0,0,118,0,1,9,0,1,0,2,1
70,36,0,1,2,0,1,0.0,0,76,7618,2188,0,8,0,1,1,2,0
104,31,0,0,2,0,0,0.115384615,0,97,7449,6951049,1,16,1,0,0,1,0
32,23,0,0,2,0,0,0.0,0,393,7453,16938,0,6,0,0,0,2,0
92,16,0,1,2,0,0,0.0,0,377,11021,2772,1,15,1,0,4,0,0
57,25,0,1,3,0,0,0.192982456,0,4,-1,0,1,10,0,0,1,1,1
89,15,1,0,2,0,0,0.134831461,0,74,5371,310,1,16,0,0,0,1,0
28,20,0,1,2,0,0,0.0,0,42,3787,4702582,0,6,0,0,1,2,0
45,19,0,1,1,0,0,0.0,1,3,1407,0,1,9,0,0,0,1,1
52,21,0,1,1,0,0,0.076923077,0,18,3828,3516548,0,6,0,0,0,2,0
206,12,1,1,3,0,0,0.174757282,3,25,-1,0,1,35,0,1,0,2,1
96,14,1,1,2,1,0,0.208333333,3,124,254,0,1,12,0,0,0,2,1
69,11,0,1,1,0,0,0.0,0,30,2375,164898,0,11,0,0,0,1,0
32,14,0,0,2,0,0,0.125,0,463,9268,8530,1,7,0,0,1,1,0
48,18,0,0,3,0,0,0.0,0,271,7130,12,1,9,1,0,0,0,0
60,23,0,1,3,1,0,0.0,0,110,8706,975738,0,11,0,0,0,2,0
111,19,1,0,3,0,0,0.099099099,2,1041,7795,548,0,16,1,0,0,1,0
59,20,0,0,3,0,0,0.0,0,69,5974,130357,0,10,0,0,0,0,0
118,12,0,0,3,1,0,0.016949153,0,0,8569,492031,0,18,0,0,1,3,0
37,18,0,0,2,0,0,0.0,0,33,5904,1468,1,7,0,0,1,0,0
59,17,0,1,3,0,1,0.050847458,0,240,6705,67893,1,11,0,0,1,0,0
26,18,0,1,2,1,0,0.0,0,21,2415,825424,0,7,0,0,0,2,0
73,15,0,0,3,0,1,0.0,0,56,7336,52443,0,12,0,0,0,1,0
49,31,1,1,2,1,0,0.142857143,0,116,6605,899,1,9,0,0,2,0,1
69,19,0,0,3,0,0,0.0,0,75,6111,1613,0,12,0,1,0,0,0
37,25,0,0,2,0,0,0.216216216,0,9,1338,22211,1,6,0,1,0,0,1
129,54,1,1,3,1,0,0.170542636,0,4,4004,5828815,1,20,0,1,1,1,1
128,18,0,1,3,0,0,0.0,0,130,-1,8902890,1,24,0,0,1,2,1
25,16,0,0,2,0,0,0.0,0,229,-1,213573,0,6,0,0,0,0,0
33,24,0,0,2,0,0,0.0,0,47,2298,569663,0,6,0,0,0,2,0
71,26,0,1,2,0,0,0.0,0,48,2135,2721076,0,11,0,0,1,2,0
109,7,0,0,1,0,0,0.055045872,0,56,9794,21833,0,18,0,0,1,1,0
71,18,0,1,3,0,0,0.14084507,0,6,12795,2404,1,13,0,0,0,1,0
67,18,0,1,3,0,0,0.044776119,0,3,4897,0,1,12,0,0,0,1,0
58,49,1,0,2,0,1,0.137931034,0,7,7296,0,1,10,1,0,0,2,1
60,22,0,1,3,0,0,0.033333333,0,53,4917,601002,1,10,0,0,1,1,0
86,28,0,1,3,1,0,0.093023256,2,26,6070,0,1,14,0,0,2,1,1
159,40,1,1,3,0,0,0.163522013,0,24,-1,0,1,16,1,0,0,1,1
96,14,1,1,2,1,0,0.197916667,3,124,244,0,1,12,0,0,0,2,1
24,16,0,1,2,0,0,0.0,0,55,3268,260070,0,6,0,0,2,1,0
110,23,1,1,3,0,0,0.154545455,0,13,2842,0,1,12,0,0,0,2,1
28,21,0,1,2,0,1,0.035714286,0,14,7295,0,1,5,1,0,1,1,1
89,24,0,0,3,0,0,0.0,0,73,6932,262805,1,17,0,0,4,1,1
55,47,1,1,3,0,1,0.290909091,0,22,5615,0,1,8,0,0,0,2,1
67,18,0,1,3,0,0,0.0,2,31,6977,6845579,1,12,0,0,3,1,1
26,13,0,0,2,0,0,0.038461538,0,2,2290,132459,1,6,0,0,1,2,1
42,25,0,1,3,0,0,0.0,1,103,7050,728078,1,7,0,0,1,2,1
31,18,0,1,2,0,0,0.0,0,131,-1,0,0,7,0,0,1,0,0
53,24,0,1,3,1,0,0.0,0,232,5228,550535,0,9,0,0,1,1,0
75,16,0,1,2,0,0,0.0,0,28,5565,0,1,12,0,1,0,1,1
43,22,0,1,2,0,0,0.0,0,190,7587,988,0,7,0,0,1,2,0
35,18,0,1,3,0,0,0.0,1,4,-1,0,1,7,0,0,0,1,1
43,15,0,0,2,0,0,0.046511628,0,52,5636,2,0,8,1,0,0,1,0
59,51,0,1,3,0,0,0.186440678,0,47,-1,0,1,8,0,0,0,2,1
93,14,1,1,2,0,0,0.215053763,0,12,2996,4189860,1,10,0,0,1,1,1
166,10,1,1,3,0,0,0.373493976,1,31,-1,0,1,22,0,1,0,2,1
56,19,0,0,2,0,1,0.107142857,0,413,7559,1695,1,9,0,0,1,0,0
68,22,0,1,3,0,0,0.0,0,0,5749,512817,0,12,0,0,0,3,0
71,27,0,1,1,0,0,0.0,0,13,431,8509505,1,11,0,0,1,1,1
58,15,0,1,3,0,0,0.0,1,145,9018,1518277,1,15,1,0,2,1,1
33,10,0,1,2,0,0,0.0,0,0,7767,0,1,7,0,0,0,2,1
71,35,0,1,2,1,0,0.0845070419999999,0,3,11,0,1,11,0,0,1,1,1
26,13,0,0,1,0,0,0.115384615,0,58,1448,377916,1,6,0,0,0,1,0
55,38,0,1,3,0,0,0.054545455,1,33,1546,4669,1,7,0,0,0,2,1
32,14,0,1,2,0,0,0.0,0,0,4623,4769456,1,6,0,0,1,2,1
19,12,0,1,2,0,0,0.0,0,184,-1,5512197,0,5,0,0,2,2,0
45,34,1,1,3,0,0,0.177777778,0,4,361,0,1,8,0,0,1,1,1
38,16,0,1,2,0,0,0.0,0,55,2390,1639,0,8,0,0,0,1,0
75,17,0,1,3,0,0,0.093333333,0,0,12766,3518,1,14,0,0,0,3,0
62,16,0,0,3,1,0,0.0,1,190,-1,62321,0,10,0,0,0,0,0
60,12,0,1,3,0,0,0.0,1,11,90,0,1,12,0,0,3,2,1
46,25,0,0,2,0,0,0.0,0,4,845,0,1,6,0,0,0,1,1
31,23,0,1,1,1,1,0.0,0,15,379,0,0,6,0,0,0,0,1
43,35,0,1,2,0,0,0.0,0,3,2295,83378,1,6,0,0,0,0,1
55,46,0,0,2,0,0,0.0,1,42,4489,0,0,10,0,1,0,2,1
292,11,1,1,2,0,0,0.27739726,3,664,4759,0,1,29,0,0,2,2,1
141,13,0,1,1,0,0,0.007092199,2,9,1905,0,1,21,0,1,0,1,1
32,25,0,1,2,0,0,0.0,0,46,3370,0,0,5,0,0,0,2,0
46,14,1,0,2,0,0,0.195652174,0,72,5053,284,0,10,0,0,0,2,0
212,12,1,0,3,0,0,0.160377358,2,7,-1,0,1,30,0,0,0,2,1
29,20,0,0,2,1,0,0.0,0,36,-1,0,0,7,0,0,0,2,0
267,213,0,1,3,0,0,0.179775281,1,5,2660,0,1,22,0,0,0,2,1
56,16,0,0,1,1,0,0.0,0,191,8907,315877,0,8,0,0,0,2,0
55,14,0,0,2,1,0,0.0,0,146,-1,0,0,10,0,0,1,1,0
106,24,0,0,2,0,0,0.056603774,1,220,8186,2674,0,19,0,1,0,1,0
26,18,0,1,2,0,0,0.0,0,23,3198,3786388,0,6,0,0,1,2,0
64,35,1,0,3,0,1,0.21875,0,21,5616,0,1,9,0,0,0,2,1
75,18,0,0,3,1,1,0.0,0,20,8872,22640,1,11,0,0,2,1,0
51,8,0,1,1,1,0,0.078431373,0,232,2758,100014,1,8,0,0,2,1,0
34,25,0,0,2,0,0,0.0,0,344,8766,0,0,6,0,0,1,2,0
40,25,0,1,2,0,0,0.0,0,246,6260,684,0,6,0,0,1,2,0
24,15,0,0,2,1,0,0.0,0,210,-1,2122076,0,7,0,0,0,2,0
30,22,0,1,2,0,0,0.0,0,90,3195,307524,0,6,0,0,0,0,0
101,24,1,0,2,1,0,0.198019802,0,304,9,0,1,14,0,0,0,2,1
113,17,0,1,3,1,0,0.0,4,6,4609,0,1,19,0,0,0,1,1
39,10,0,1,1,0,0,0.205128205,0,33,-2,7477432,0,8,0,0,1,2,0
46,17,0,0,3,1,0,0.0,1,7,-1,0,1,9,0,0,1,1,1
124,46,1,0,3,0,0,0.1693548389999999,0,51,3992,5707171,1,19,0,1,0,2,1
64,17,0,1,3,0,0,0.0,0,35,8604,271832,0,11,0,1,1,1,0
177,23,1,0,3,1,0,0.242937853,2,28,8591,240656,0,13,0,0,1,2,1
40,32,0,1,2,0,1,0.0,0,291,7298,0,0,6,1,0,0,2,0
75,39,0,1,3,1,0,0.08,0,3,13,0,1,12,0,0,1,1,1
36,14,0,1,2,0,0,0.0,0,23,3570,0,1,7,0,0,0,1,1
88,36,0,1,3,1,1,0.079545455,0,214,7309,0,1,14,1,0,0,2,1
22,13,0,0,2,0,0,0.0,0,105,2485,140193,0,6,0,0,0,1,0
52,21,0,0,2,0,0,0.076923077,0,100,9766,18753,0,8,0,0,0,1,0
68,20,0,1,2,1,1,0.0,0,132,2742,13917,0,10,0,1,1,0,0
48,18,0,0,2,0,0,0.0,0,642,6634,181546,1,7,0,0,2,1,0
68,19,0,1,2,0,0,0.0,0,132,3841,435135,1,14,0,1,2,2,0
21,13,0,1,1,0,0,0.0,0,28,4205,0,0,5,0,0,0,0,1
57,16,0,0,3,0,0,0.087719298,0,219,4299,845679,0,11,0,0,0,2,0
32,23,0,0,2,0,0,0.0,0,61,8487,2703192,0,6,0,0,0,2,0
55,14,0,1,2,0,1,0.018181818,0,1,2421,0,1,11,0,0,1,1,1
45,26,0,0,2,0,0,0.133333333,0,0,1819,81401,1,8,0,0,0,2,1
33,14,0,0,2,0,0,0.060606061,0,11,1953,4365,1,6,0,0,0,1,1
48,14,0,0,2,0,0,0.0,0,3,5314,407034,1,8,0,0,0,0,0
36,14,0,1,1,0,0,0.0,0,5,7817,0,1,6,0,0,4,1,1
48,39,0,0,2,0,0,0.083333333,0,23,804,0,1,8,0,0,0,1,1
148,16,1,0,2,1,0,0.222972973,1,4,870,0,1,24,0,0,0,1,1
58,30,0,1,3,0,0,0.0,0,1,7083,17964,1,9,0,0,1,2,1
19,12,0,1,2,0,0,0.105263158,0,119,-1,0,0,5,0,0,0,1,0
37,28,0,0,2,0,1,0.108108108,0,15,7295,0,1,6,1,0,0,1,1
86,69,1,0,3,0,1,0.104651163,0,0,5627,0,1,10,0,0,0,2,1
96,31,0,1,2,0,1,0.0,0,77,7616,2190,0,13,0,0,1,1,0
47,29,0,0,2,0,0,0.0,0,56,2122,2660343,0,8,0,0,2,1,1
124,46,1,0,3,0,0,0.153225806,0,51,3992,5707171,1,19,0,1,0,2,1
49,24,0,1,2,1,1,0.040816327,0,340,7119,32633,1,11,0,0,0,2,0
48,16,0,0,2,0,0,0.041666667,2,1,8348,1,1,8,1,0,2,0,1
164,30,1,0,3,0,1,0.201219512,0,19,5660,6032,1,23,0,1,0,1,1
77,17,0,0,2,0,0,0.038961039,0,110,6168,3204,0,12,0,0,0,0,0
75,16,0,1,2,1,0,0.0,3,32,759,0,1,13,0,0,0,2,1
40,24,0,1,3,0,0,0.0,0,12,1736,842411,1,9,0,0,1,1,1
32,24,0,1,2,0,0,0.0,0,29,2402,6428932,0,6,0,0,0,2,1
43,36,0,1,2,0,1,0.023255814,0,14,7295,0,1,5,1,0,1,1,1
25,13,0,1,2,0,0,0.0,0,0,-1,0,1,7,0,0,0,2,1
118,42,1,1,3,0,0,0.194915254,0,4,4003,5816617,1,17,0,1,1,1,1
28,20,0,1,2,0,0,0.0,0,0,1876,0,0,6,0,0,0,0,0
69,23,0,1,3,0,0,0.057971014,1,3,1407,0,1,11,0,0,0,1,1
27,19,0,1,3,0,0,0.0,0,0,2642,6139067,1,7,0,0,0,2,1
80,17,0,1,2,1,0,0.025,0,6,8915,566894,1,14,0,0,1,2,0
70,16,0,0,2,0,0,0.142857143,1,10,8346,1,1,10,1,0,0,0,1
24,16,0,1,2,0,0,0.0,0,80,-1,215794,0,6,0,0,0,1,0
25,16,0,0,3,0,1,0.0,0,152,-1,105280,0,7,0,0,0,2,0
49,19,0,1,2,0,0,0.0,0,68,3928,13712,1,9,0,0,1,1,0
38,21,0,1,2,0,0,0.0,0,0,6715,0,1,6,0,0,1,2,1
50,15,0,1,2,0,0,0.0,0,255,6072,14411,0,9,0,0,1,1,0
38,29,0,0,2,0,0,0.0,0,0,2837,0,1,8,0,0,0,1,1
27,19,0,1,3,0,0,0.0,0,145,-1,953722,0,7,0,0,0,1,0
84,47,0,1,3,0,0,0.119047619,0,4,1834,0,1,9,0,0,1,1,1
114,11,0,1,3,1,0,0.0,0,0,6828,5269,0,18,0,0,1,3,0
88,26,0,1,2,0,0,0.0,1,13,5640,519609,0,12,0,0,1,1,0
54,14,0,1,1,1,0,0.092592593,0,56,8050,814,0,10,0,0,1,0,0
23,10,0,1,1,0,0,0.0,1,2,5657,0,1,5,0,0,2,0,1
65,19,1,1,2,0,0,0.123076923,1,244,7872,2014,1,12,0,0,2,2,0
26,17,0,0,2,0,0,0.0,0,221,-1,3276486,0,6,0,0,0,2,0
31,23,0,1,3,0,1,0.0,0,205,-1,36441,0,7,0,0,1,2,0
38,29,0,0,2,0,0,0.1578947369999999,0,21,1535,4641,1,6,0,0,0,1,1
74,17,0,1,3,0,0,0.0,0,175,8146,12516,0,12,0,1,1,0,0
37,29,0,1,2,0,0,0.0,0,103,7021,3782353,1,6,0,0,1,2,1
66,17,0,1,3,0,0,0.090909091,0,0,9229,6293,1,15,0,0,1,3,0
38,29,0,0,2,0,0,0.026315789,0,1,7087,18105,1,6,0,0,0,2,1
45,36,0,0,2,0,0,0.0,0,60,5232,0,0,6,0,0,0,1,1
28,20,0,1,2,1,0,0.0,0,28,-1,0,0,7,0,0,1,2,0
27,13,0,0,2,0,0,0.0,0,34,9237,4168,0,6,0,0,0,0,0
67,17,0,0,1,0,0,0.104477612,0,7,731,0,0,6,0,0,0,1,1
42,17,0,1,3,0,0,0.19047619,1,27,7441,52179,0,9,0,0,2,1,0
44,12,0,0,3,1,0,0.0,0,0,10,0,1,11,0,0,0,2,1
123,13,0,1,3,1,0,0.0081300809999999,0,0,12125,1000,1,28,0,0,1,3,0
35,27,0,1,3,0,0,0.0,0,3,7861,3274515,1,8,1,1,0,2,1
120,21,0,1,3,0,0,0.0,0,0,-1,37568,0,16,0,0,0,3,0
54,21,0,0,2,0,0,0.018518519,1,33,31,0,1,8,0,0,0,1,1
120,13,0,1,3,1,0,0.075,0,1,8907,155300,1,22,0,0,0,2,0
63,18,0,0,3,1,0,0.0,0,0,7574,7508,0,11,0,0,0,3,0
30,22,0,1,2,1,0,0.0,0,108,5547,0,0,7,0,0,1,2,0
39,19,0,1,2,0,0,0.205128205,0,18,2,0,1,10,0,0,1,1,1
20,6,0,1,1,0,0,0.0,0,503,2032,1843206,1,5,0,0,3,2,1
86,11,0,1,2,1,0,0.023255814,0,29,4654,780517,0,16,0,1,0,2,0
39,31,0,1,2,0,0,0.0,0,11,2634,5403,1,8,0,0,0,1,1
28,20,0,1,2,0,0,0.071428571,0,8,1338,22211,1,6,0,0,1,0,1
31,20,0,1,2,0,0,0.064516129,0,99,6863,113335,1,7,0,0,5,2,0
40,17,0,1,3,0,0,0.0,0,168,8147,12516,0,9,0,0,1,0,0
39,20,0,1,2,0,0,0.0,0,16,6079,12395,1,6,0,0,0,1,1
36,16,0,0,2,0,0,0.0,0,148,8516,8,0,7,1,0,0,0,0
45,20,0,0,3,0,0,0.0,0,91,8046,2595,0,9,0,0,0,2,0
33,14,0,1,3,0,0,0.0,0,4,-1,0,1,8,0,0,1,1,1
70,7,0,0,3,0,0,0.0,0,2,1079,710503,0,14,0,0,0,2,1
77,23,1,1,1,0,0,0.311688312,0,30,5767,0,1,7,0,0,1,1,1
88,22,1,0,3,1,1,0.1363636359999999,4,30,-1,0,1,16,0,0,0,1,1
61,21,0,0,2,0,0,0.0,0,76,1364,140970,0,11,0,0,0,2,0
22,11,0,1,3,0,0,0.0,0,58,819,4514903,1,7,0,0,2,1,1
31,13,0,0,2,0,0,0.032258065,1,356,-1,2442573,0,8,0,1,0,0,0
76,50,1,1,3,1,0,0.092105263,0,51,3992,5697976,1,10,0,1,1,2,1
102,17,1,0,2,0,0,0.1372549019999999,0,0,9338,21,0,14,0,0,0,1,1
43,15,0,0,2,0,1,0.0,0,298,9284,122,0,9,1,0,0,1,0
50,14,0,1,3,0,0,0.0,0,19,-2,122153,0,10,0,0,0,2,0
125,50,1,0,3,1,0,0.112,0,4,4004,5828815,1,18,0,1,1,1,1
76,16,0,1,3,0,0,0.078947368,0,76,3047,1508161,0,13,0,0,1,2,0
27,18,0,0,2,0,0,0.0,0,54,1597,0,0,6,0,0,0,0,0
47,14,0,1,2,1,0,0.0,0,81,7420,5290837,1,10,0,0,1,1,0
58,28,0,1,2,0,1,0.0,0,82,7616,2190,0,8,0,0,1,1,0
31,17,0,1,2,0,0,0.0,0,537,8017,5030,0,6,0,0,1,2,0
46,38,0,1,2,0,0,0.065217391,0,21,317,0,1,6,0,1,1,2,1
155,14,1,0,1,0,0,0.3935483870000001,0,3,-2,4800627,1,19,0,1,0,1,1
27,19,0,1,2,1,0,0.0,0,79,4177,6075777,0,7,0,0,0,2,0
38,27,0,1,2,0,0,0.0,0,41,7582,965,0,6,0,0,1,2,0
59,33,0,1,2,0,0,0.033898305,0,103,6831,0,1,9,0,0,1,2,1
94,28,1,1,3,1,0,0.234042553,0,31,1016,1211946,1,11,0,0,0,1,1
40,29,0,1,1,0,0,0.0,1,0,5863,0,1,6,0,0,1,2,1
31,22,0,0,2,0,1,0.0,0,14,7295,0,1,6,1,0,0,1,1
23,10,0,0,1,0,0,0.130434783,0,95,3659,13900,1,6,0,0,0,2,0
66,41,1,1,3,0,1,0.257575758,0,18,5626,0,1,11,0,1,0,1,1
79,13,1,0,3,1,0,0.139240506,4,4,2618,0,1,15,0,0,1,1,1
12,5,0,1,1,0,0,0.0,0,156,-1,8154406,0,4,0,0,0,2,0
29,21,0,1,2,1,0,0.0,0,15,1024,9524095,0,7,0,0,1,1,0
123,46,1,0,3,0,0,0.195121951,0,51,3993,5707171,1,18,0,1,1,2,1
84,26,0,1,3,1,0,0.0,0,31,1872,7645052,1,17,0,0,1,1,1
92,22,1,1,2,1,0,0.152173913,3,11,-1,0,1,12,0,0,0,2,1
35,17,0,0,2,0,0,0.0,0,224,6432,622,0,7,0,0,0,1,0
93,20,0,1,2,0,0,0.010752688,0,335,9047,18440,0,16,0,0,1,0,0
51,44,0,1,3,0,0,0.0,0,0,5205,0,1,9,0,0,0,2,1
46,16,0,0,2,0,0,0.0,2,1,8346,1,1,7,1,0,3,0,1
31,23,0,1,2,0,0,0.0,0,13,3417,1123024,0,6,0,0,0,2,0
79,21,0,1,3,0,0,0.0,0,570,-1,2881378,0,13,0,0,1,1,0
59,33,0,0,3,0,0,0.0,0,18,1,0,1,12,0,0,0,2,1
45,16,0,1,2,1,0,0.0,0,0,418,0,1,9,0,0,1,1,0
64,16,0,1,3,1,0,0.0,2,8,3726,0,1,11,0,0,0,1,1
29,20,0,0,2,0,0,0.0,0,247,9437,2068,0,6,0,0,0,2,0
57,12,0,1,3,0,0,0.0,0,16,3083,0,1,12,0,1,2,0,1
22,13,0,0,2,0,0,0.0,0,246,7149,3598004,0,6,0,0,0,1,0
235,22,1,1,3,0,0,0.425531915,2,5,4872,0,1,20,0,0,0,1,1
23,16,0,1,2,0,0,0.0,0,128,1891,376474,0,5,0,0,0,0,0
85,22,1,1,3,1,0,0.282352941,0,0,5826,0,1,12,0,0,1,2,1
31,22,0,0,2,0,0,0.0,0,37,7456,397287,0,6,0,0,0,0,0
60,24,0,1,2,1,1,0.033333333,0,140,7121,33109,1,11,0,0,0,1,0
28,21,0,1,2,0,1,0.035714286,0,14,7295,0,1,5,1,0,1,1,1
23,16,0,1,2,0,0,0.0,0,12,7252,943419,1,5,0,0,0,1,1
25,10,0,1,2,0,0,0.16,0,131,4429,0,0,6,0,1,1,2,1
22,13,0,0,2,0,0,0.0,0,51,-1,0,0,6,0,0,0,0,1
